Data/InitialText,Data/Label,Data/Mood
Looking down at his legs he saw only moonlight and shadows,3,Excite
It was a very funny feeling,1,Happy
Use it well,0,Neutral
The whole of Hogwarts was open to him in this cloak,3,Excite
Excitement flooded through him as he stood there in the dark and silence,3,Excite
He could go anywhere in this anywhere and Filch would never know,1,Happy
He crept out of the dormitory down the stairs across the common room and climbed through the portrait hole,1,Happy
Whos there? squawked the Fat Lady,5,Anger
Harry said nothing,0,Neutral
Where should he go? He stopped his heart racing and thought,6,Fear
And then it came to him,1,Happy
The Restricted Section in the library,6,Fear
He would be able to read as long as he liked as long as it took to find out who Flamel was,3,Excite
He set off drawing the invisibility cloak tight around him as he walked,3,Excite
The library was pitch-black and very eerie,6,Fear
Harry lit a lamp to see his way along the rows of books,0,Neutral
The lamp looked as if it was floating along in midair and even though Harry could feel his arm supporting it the sight gave him the creeps,6,Fear
The Restricted Section was right at the back of the library,0,Neutral
Stepping carefully over the rope that separated these books from the rest of the library he held up his lamp to read the titles,1,Happy
Their peeling faded gold letters spelled words in languages Harry could not understand,4,Sad
Some had no title at all,4,Sad
One book had a dark stain on it that looked horribly like blood,6,Fear
The hairs on the back of Harrys neck prickled,6,Fear
Maybe he was imagining it maybe not but he thought a faint whispering was coming from the books as though they knew someone was there who should not be,6,Fear
Setting the lamp down carefully on the floor he looked along the bottom shelf for an interesting looking book,3,Excite
A large black and silver volume caught his eye,3,Excite
He pulled it out with difficulty because it was very heavy and balancing it on his knee let it fall open,0,Neutral
A piercing bloodcurdling shriek split the silence the book was screaming,6,Fear
Harry snapped it shut but the shriek went on and on one high unbroken earsplitting note,5,Anger
He stumbled backward and knocked over his lamp which went out at once,6,Fear
Panicking he heard footsteps coming down the corridor outside stuffing the shrieking book back on the shelf he ran for it,6,Fear
He passed Filch in the doorway.,6,Fear
Filchs pale wild eyes looked straight through him and Harry slipped under Filchs outstretched arm and streaked off up the corridor the books shrieks still ringing in his ears,6,Fear
He came to a sudden halt in front of a tall suit of armor,3,Excite
He had been so busy getting away from the library he had not paid attention to where he was going,6,Fear
Perhaps because it was dark he did not recognize where he was at all,6,Fear
There was a suit of armor near the kitchens he knew but he must be five floors above there,3,Excite
You asked me to come directly to you Professor if anyone was wandering around at night and somebodys been in the library Restricted Section,1,Happy
Harry felt the blood drain out of his face,6,Fear
Wherever he was Filch must know a shortcut because his soft greasy voice was getting nearer and to his horror it was Snape who replied,6,Fear
The Restricted Section? Well they can not be far well catch them,3,Excite
Harry stood rooted to the spot as Filch and Snape came around the corner ahead,6,Fear
They could not see him of course but it was a narrow corridor and if they came much nearer they had knock right into him the cloak did not stop him from being solid,4,Sad
He backed away as quietly as he could,6,Fear
A door stood ajar to his left,1,Happy
It was his only hope,2,Love
He squeezed through it holding his breath trying not to move it and to his relief he managed to get inside the room without their noticing anything,1,Happy
They walked straight past and Harry leaned against the wall breathing deeply listening to their footsteps dying away,1,Happy
That had been close very close,1,Happy
It was a few seconds before he noticed anything about the room he had hidden in,3,Excite
It looked like an unused classroom,6,Fear
The dark shapes of desks and chairs were piled against the walls and there was an upturned wastepaper basket,6,Fear
but propped against the wall facing him was something that did not look as if it belonged there something that looked as if someone had just put it there to keep it out of the way,3,Excite
It was a magnificent mirror as high as the ceiling with an ornate gold frame standing on two clawed feet,0,Neutral
There was an inscription carved around the top Erised stra ehru oyt ube cafru oyt on wohsi,1,Happy
His panic fading now that there was no sound of Filch and Snape Harry moved nearer to the mirror wanting to look at himself but see no reflection again,4,Sad
He stepped in front of it,0,Neutral
He had to clap his hands to his mouth to stop himself from screaming,6,Fear
He whirled around,6,Fear
His heart was pounding far more furiously than when the book had screamed for he had seen not only himself in the mirror but a whole crowd of people standing right behind him,6,Fear
But the room was empty,6,Fear
Breathing very fast he turned slowly back to the mirror,6,Fear
There he was reflected in it white and scared-looking and there reflected behind him were at least ten others,6,Fear
Harry looked over his shoulder but still no one was there,6,Fear
Or were they all invisible too? Was he in fact in a room full of invisible people and this mirrors trick was that it reflected them invisible or not? He looked in the mirror again,3,Excite
A woman standing right behind his reflection was smiling at him and waving,2,Love
He reached out a hand and felt the air behind him,4,Sad
If she was really there he had touch her their reflections were so close together but he felt only air she and the others existed only in the mirror,4,Sad
She was a very pretty woman,2,Love
She had dark red hair and her eyes her eyes are just like mine Harry thought edging a little closer to the glass,2,Love
Bright green exactly the same shape but then he noticed that she was crying.,4,Sad
smiling but crying at the same time,2,Love
The tall thin black-haired man standing next to her put his arm around her,2,Love
He wore glasses and his hair was very untidy,0,Neutral
It stuck up at the back just as Harrys did,0,Neutral
Harry was so close to the mirror now that his nose was nearly touching that of his reflection,3,Excite
Mom? he whispered,2,Love
Dad?,2,Love
They just looked at him smiling,2,Love
And slowly Harry looked into the faces of the other people in the mirror and Harry was looking at his family for the first time in his life,2,Love
The Potters smiled and waved at Harry and he stared hungrily back at them his hands pressed flat against the glass as though he was hoping to fall right through it and reach them,2,Love
He had a powerful kind of ache inside him half joy half terrible sadness,4,Sad
How long he stood there he did not know,4,Sad
The reflections did not fade and he looked and looked until a distant noise brought him back to his senses,3,Excite
He could not stay here he had to find his way back to bed,4,Sad
He tore his eyes away from his mothers face whispered I will come back,4,Sad
You could have woken me up said Ron crossly,5,Anger
You can come tonight I am going back I want to show you the mirror,3,Excite
I would like to see your mom and dad Ron said eagerly,3,Excite
And I want to see all your family all the Weasleys you will be able to show me your other brothers and everyone,2,Love
You can see them any old time said Ron,1,Happy
Just come round my house this summer,1,Happy
Anyway maybe it only shows dead people,4,Sad
Have some bacon or something why are not you eating anything?,2,Love
Harry could not eat,4,Sad
He had seen his parents and would be seeing them again tonight,3,Excite
Who cared what the three headed dog was guarding? What did it matter if Snape stole it really? Are you all right? said Ron,5,Anger
You look odd,6,Fear
What Harry feared most was that he might not be able to find the mirror room again,4,Sad
With Ron covered in the cloak too they had to walk much more slowly the next night,4,Sad
They tried retracing Harrys route from the library wandering around the dark passageways for nearly an hour,6,Fear
I am freezing said Ron,4,Sad
No Harry hissed,5,Anger
They passed the ghost of a tall witch gliding in the opposite direction but saw no one else,4,Sad
